Date,Open,High,Low,Last,Close,Total Trade Quantity,Turnover (Cr)
2022-12-29,928.00,935.00,922.00,928.55,933.20,36455,85.2046061
2022-12-28,922.45,939.40,915.60,933.20,918.40,36161,94.7600399
2022-12-27,911.35,923.80,909.20,918.40,906.80,32296,88.7559296
2022-12-26,897.00,916.15,876.80,906.80,891.70,31671,75.8439006
2022-12-23,933.85,937.10,889.05,891.70,940.25,48713,127.7042683
2022-12-22,970.45,974.95,933.10,940.25,965.60,46654,115.2439327
2022-12-21,985.20,996.50,960.95,965.60,979.00,42114,101.3590313
2022-12-20,990.70,991.10,968.40,979.00,988.65,34186,83.5344163
2022-12-19,992.50,997.90,968.80,988.65,991.50,58944,160.8910551
2022-12-16,1025.80,1025.80,985.70,991.50,1026.70,62447,175.5593160
2022-12-15,1039.20,1042.95,1022.10,1026.70,1036.50,21394,56.3338845
2022-12-14,1038.00,1044.90,1035.00,1036.50,1033.70,29005,73.3236622
2022-12-13,1034.90,1045.45,1032.20,1033.70,1034.15,19245,55.5084209
2022-12-12,1033.00,1039.50,1025.30,1034.15,1033.75,24729,65.4135418
2022-12-09,1049.95,1056.95,1026.25,1033.75,1046.25,27111,80.4799250
2022-12-08,1032.45,1049.00,1026.00,1046.25,1029.50,26366,77.5737298
2022-12-07,1046.30,1047.65,1021.70,1029.50,1043.20,22993,70.4744430
2022-12-06,1055.00,1060.60,1040.95,1043.20,1056.70,21928,110.0120118
2022-12-05,1044.10,1071.45,1039.80,1056.70,1039.35,50909,158.5190571
2022-12-02,1048.00,1053.00,1031.05,1039.35,1048.70,37209,106.2045876
2022-12-01,1041.00,1058.95,1037.10,1048.70,1035.50,37419,122.7250571
2022-11-30,1030.00,1042.90,1029.20,1035.50,1028.20,23535,76.1751086
2022-11-29,1040.00,1044.10,1025.00,1028.20,1038.85,17809,54.8206087
2022-11-28,1034.30,1043.30,1032.10,1038.85,1032.10,18876,61.3149759
2022-11-25,1027.05,1040.30,1024.60,1032.10,1023.80,21372,65.7484742
2022-11-24,1031.80,1036.75,1019.60,1023.80,1028.50,20503,67.8053470
2022-11-23,1042.90,1046.80,1024.20,1028.50,1039.20,19579,86.0251220
2022-11-22,1039.45,1042.90,1031.25,1039.20,1036.30,18184,57.0442759
2022-11-21,1015.75,1044.45,1009.05,1036.30,1015.75,43165,134.1062920
2022-11-18,1038.80,1042.00,997.00,1015.75,1036.20,50839,153.5189893
2022-11-17,1048.00,1051.55,1032.00,1036.20,1049.20,24603,67.0039462
2022-11-16,1053.00,1064.20,1038.05,1049.20,1057.20,27175,90.5081129
2022-11-15,1070.60,1074.25,1052.70,1057.20,1065.25,24209,76.2006277
2022-11-14,1072.85,1072.85,1056.60,1065.25,1067.50,24370,71.7066001
2022-11-11,1085.00,1090.90,1065.00,1067.50,1070.25,34994,97.0104466
2022-11-10,1113.00,1117.00,1066.10,1070.25,1111.95,73260,205.0507132
2022-11-09,1129.00,1136.00,1108.00,1111.95,1122.35,50915,142.5194672
2022-11-07,1125.00,1145.40,1121.00,1122.35,1123.35,36876,152.3525784
2022-11-04,1137.20,1140.05,1108.50,1123.35,1131.50,54057,153.7672504
2022-11-03,1132.00,1141.85,1125.20,1131.50,1132.75,35209,123.5129420
2022-11-02,1147.00,1158.00,1130.00,1132.75,1142.20,34001,140.6665271
2022-11-01,1138.50,1150.60,1133.55,1142.20,1132.80,47597,183.4734439
2022-10-31,1136.00,1149.00,1124.70,1132.80,1131.95,52325,219.3470229
2022-10-28,1181.10,1186.80,1125.10,1131.95,1188.15,166665,752.0253169
2022-10-27,1184.50,1199.90,1173.00,1188.15,1180.65,65700,238.8999074
2022-10-25,1160.05,1186.00,1151.00,1180.65,1156.75,45441,196.4664411
2022-10-24,1159.00,1160.00,1151.05,1156.75,1143.50,11497,24.8265375
2022-10-21,1161.90,1167.90,1137.05,1143.50,1158.15,30981,115.4219460
2022-10-20,1163.00,1163.75,1147.00,1158.15,1164.25,21194,83.8591355
2022-10-19,1170.00,1171.20,1155.80,1164.25,1166.45,31103,149.3647820
2022-10-18,1170.10,1180.00,1153.50,1166.45,1162.00,58636,213.7019400
2022-10-17,1143.95,1168.00,1130.00,1162.00,1143.70,47306,191.3750232
2022-10-14,1175.00,1177.30,1140.75,1143.70,1151.85,41396,145.2833752
2022-10-13,1165.00,1170.70,1138.30,1151.85,1162.95,42801,170.2755013
2022-10-12,1170.20,1173.00,1146.50,1162.95,1164.35,47924,247.8823410
2022-10-11,1207.00,1214.90,1159.65,1164.35,1199.65,74849,341.7572438
2022-10-10,1169.85,1214.00,1160.80,1199.65,1181.80,139810,623.7134381
2022-10-07,1144.00,1189.50,1140.00,1181.80,1147.85,1170943,557.3344151
2022-10-06,1148.95,1154.35,1138.15,1147.85,1140.95,53704,237.5983529
2022-10-04,1111.00,1149.65,1106.80,1140.95,1093.70,68816,363.7727720
2022-10-03,1098.00,1131.90,1082.40,1093.70,1104.75,74650,340.4050770
2022-09-30,1088.00,1109.95,1048.55,1104.75,1093.00,69045,318.9552504
2022-09-29,1076.00,1125.00,1071.15,1093.00,1047.95,1300578,635.7402887
2022-09-28,1053.00,1066.65,1042.20,1047.95,1067.20,37181,110.1962192
2022-09-27,1067.20,1077.05,1035.00,1067.20,1063.35,75312,216.8158090
2022-09-26,1121.00,1127.50,1031.65,1063.35,1134.40,136399,496.4066146
2022-09-23,1154.90,1161.45,1126.60,1134.40,1150.05,70556,272.1580914
2022-09-22,1092.50,1157.00,1090.55,1150.05,1097.30,82468,368.6833191
2022-09-21,1109.00,1119.90,1090.20,1097.30,1113.65,28136,94.8740343
2022-09-20,1111.00,1134.20,1110.10,1113.65,1102.75,32537,120.4323930
2022-09-19,1108.00,1118.00,1090.00,1102.75,1105.75,40376,132.5083975
2022-09-16,1168.00,1169.75,1090.95,1105.75,1170.30,72197,279.7027814
2022-09-15,1161.70,1176.65,1136.25,1170.30,1155.90,42458,178.9256287
2022-09-14,1148.00,1168.95,1140.80,1155.90,1160.70,33552,166.4767642
2022-09-13,1173.95,1194.00,1158.35,1160.70,1159.75,1050129,529.7856291
2022-09-12,1119.80,1163.20,1115.55,1159.75,1113.05,77116,389.5657740
2022-09-09,1125.00,1127.45,1108.80,1113.05,1116.90,17949,78.3872085
2022-09-08,1133.00,1135.10,1111.20,1116.90,1125.15,21337,97.3613033
2022-09-07,1120.95,1134.10,1110.45,1125.15,1120.00,22095,104.2268541
2022-09-06,1126.80,1132.95,1111.05,1120.00,1119.15,25840,123.7940559
2022-09-05,1120.00,1137.80,1114.80,1119.15,1119.80,26274,120.1739344
2022-09-02,1146.00,1161.65,1115.85,1119.80,1139.10,51357,296.3145208
2022-09-01,1123.00,1144.45,1120.05,1139.10,1129.55,37438,158.3023370
2022-08-30,1148.95,1149.70,1123.35,1129.55,1132.40,42849,191.6287406
2022-08-29,1051.00,1137.00,1051.00,1132.40,1110.60,56302,274.9890697
2022-08-26,1110.30,1137.40,1104.20,1110.60,1099.80,49506,273.1918595
2022-08-25,1104.80,1112.85,1095.40,1099.80,1095.15,34959,124.3528892
2022-08-24,1108.20,1122.25,1082.70,1095.15,1101.25,57148,247.7832348
2022-08-23,1079.00,1106.80,1063.10,1101.25,1087.50,71496,341.7772990
2022-08-22,1119.00,1119.00,1079.20,1087.50,1124.15,67968,312.1180245
2022-08-19,1127.60,1182.20,1120.10,1124.15,1118.25,189772,1025.2634593
2022-08-18,1103.00,1122.25,1091.00,1118.25,1107.10,46184,226.4488061
2022-08-17,1130.00,1140.00,1100.00,1107.10,1122.50,37788,163.6761769
2022-08-16,1126.50,1138.00,1104.50,1122.50,1118.90,65356,288.2948077
2022-08-12,1070.00,1160.00,1068.10,1118.90,1075.60,230311,1207.7419069
2022-08-11,1080.00,1093.65,1066.60,1075.60,1074.15,65738,300.4959964
2022-08-10,1015.00,1086.55,1010.10,1074.15,957.00,286997,1637.6884533
2022-08-08,949.00,962.40,942.75,957.00,948.50,26851,108.8401588
2022-08-05,955.25,957.35,942.00,948.50,950.80,16732,71.5192798
2022-08-04,939.00,962.00,936.30,950.80,937.95,41376,160.0119028
2022-08-03,946.30,947.60,929.10,937.95,942.95,23051,65.8390368
2022-08-02,944.05,949.00,934.15,942.95,944.05,24283,89.5468908
2022-08-01,911.00,947.00,910.00,944.05,909.90,34745,134.9029853
2022-07-29,901.00,913.00,896.35,909.90,890.00,26911,106.8309813
2022-07-28,885.00,893.90,876.45,890.00,878.60,14699,50.4066887
2022-07-27,869.20,880.80,863.75,878.60,871.65,19929,65.1916752
2022-07-26,893.95,893.95,869.20,871.65,892.70,22951,69.5223910
2022-07-25,871.00,896.00,867.90,892.70,870.75,26043,85.7523756
2022-07-22,880.00,883.00,868.00,870.75,876.70,22422,49.9908604
2022-07-21,866.40,879.60,862.00,876.70,862.60,26398,65.9913120
2022-07-20,865.00,870.70,858.00,862.60,857.70,15014,50.0862462
2022-07-19,857.80,863.90,853.00,857.70,858.80,16383,51.1490191
2022-07-18,862.00,863.25,856.00,858.80,854.50,13267,46.1168538
2022-07-15,842.00,856.75,841.00,854.50,841.15,33871,90.2650342
2022-07-14,837.95,848.00,835.00,841.15,837.85,24865,80.0074043
2022-07-13,840.00,844.30,832.60,837.85,835.05,16697,60.7882892
2022-07-12,839.70,844.70,831.20,835.05,843.10,19438,54.1760440
2022-07-11,835.00,844.45,828.15,843.10,836.45,29567,90.3500758
2022-07-08,827.00,839.00,822.25,836.45,819.65,45463,163.1736047
2022-07-07,811.00,824.00,796.85,819.65,813.15,48764,161.3764547
2022-07-06,804.50,814.50,801.90,813.15,803.40,21550,54.7589690
2022-07-05,810.75,814.90,801.00,803.40,803.35,21814,56.8199523
2022-07-04,800.90,805.70,788.25,803.35,795.35,15663,39.3900730
2022-07-01,791.00,804.90,773.35,795.35,793.35,25737,60.5763735
2022-06-30,805.80,812.10,790.00,793.35,806.75,19684,61.8801651
2022-06-29,808.00,811.00,803.70,806.75,814.95,13397,37.7937104
2022-06-28,813.00,817.95,803.00,814.95,813.65,17169,53.0300869
2022-06-27,834.50,834.50,810.60,813.65,808.00,40705,131.5522531
2022-06-24,804.00,810.50,797.35,808.00,792.65,23362,68.2191323
2022-06-23,800.00,807.55,782.05,792.65,794.30,30539,75.6951963
2022-06-22,821.00,821.00,791.30,794.30,821.40,39579,127.6313386
2022-06-21,805.00,826.00,792.55,821.40,793.20,50186,124.5299575
2022-06-20,845.00,848.50,781.05,793.20,838.05,57198,130.6367751
2022-06-17,849.95,855.00,834.90,838.05,853.75,27285,77.6460091
2022-06-16,880.00,889.50,851.00,853.75,872.75,41706,117.1338977
2022-06-15,901.35,909.85,868.10,872.75,908.45,53788,191.0110155
2022-06-14,905.00,927.00,901.35,908.45,906.40,20172,56.2469787
2022-06-13,938.80,938.80,900.00,906.40,944.35,28329,77.1833903
2022-06-10,934.00,948.10,930.60,944.35,941.65,13687,46.0326308
2022-06-09,933.70,943.70,927.15,941.65,936.60,16727,51.7078920
2022-06-08,943.95,953.50,932.00,936.60,941.20,19081,71.6700937
2022-06-07,944.85,948.00,933.55,941.20,946.60,32368,75.9759191
2022-06-06,935.70,948.25,924.20,946.60,935.70,25370,100.0608280
2022-06-03,956.05,956.70,933.05,935.70,950.15,20531,81.5713994
2022-06-02,948.70,957.35,945.00,950.15,945.30,28102,119.6675395
2022-06-01,952.40,958.60,938.15,945.30,948.50,24916,96.4306645
2022-05-31,954.00,955.00,942.35,948.50,949.95,22676,156.1516759
2022-05-30,949.45,959.00,942.55,949.95,934.25,18494,104.5645303
2022-05-27,939.90,959.90,925.80,934.25,932.25,29389,156.9151403
2022-05-26,928.00,939.80,888.95,932.25,920.60,48787,159.9948319
2022-05-25,970.00,974.05,918.15,920.60,964.35,27365,97.6190882
2022-05-24,975.00,982.00,960.20,964.35,970.20,29231,116.7097865
2022-05-23,995.00,995.90,967.10,970.20,989.15,23560,79.5625895
2022-05-20,968.95,994.50,964.30,989.15,952.10,29965,143.5524155
2022-05-19,955.10,969.30,944.30,952.10,980.35,31915,78.4335302
2022-05-18,974.00,987.65,964.55,980.35,971.80,27581,130.6632339
2022-05-17,927.70,974.05,925.55,971.80,921.60,34773,156.0101279
2022-05-16,925.00,932.55,912.05,921.60,919.25,27440,93.2629187
2022-05-13,946.00,958.00,914.25,919.25,935.40,40473,138.6901812
2022-05-12,974.50,980.00,926.90,935.40,988.35,41732,123.4692237
2022-05-11,969.20,994.25,950.10,988.35,967.35,56851,224.3231670
2022-05-10,1003.00,1019.95,958.40,967.35,1007.10,48422,147.5752742
2022-05-09,1020.00,1025.00,998.75,1007.10,1032.50,39957,151.4045694
2022-05-06,1038.80,1048.95,1027.55,1032.50,1046.30,49478,182.3994536
2022-05-05,1041.00,1069.95,1038.00,1046.30,1034.55,91981,354.7286837
2022-05-04,1040.45,1054.20,1026.05,1034.55,1033.00,1100136,453.0447311
2022-05-02,970.00,1048.00,970.00,1033.00,940.15,271342,1392.7947457
2022-04-29,962.30,972.65,935.80,940.15,959.35,27345,112.9683500
2022-04-28,970.00,970.55,948.70,959.35,961.85,12646,53.7166736
2022-04-27,949.60,967.50,943.95,961.85,962.25,21055,57.4608256
2022-04-26,949.00,965.00,945.20,962.25,936.45,21410,67.4840267
2022-04-25,960.00,965.00,930.50,936.45,973.20,33991,98.7524306
2022-04-22,980.00,989.00,969.60,973.20,983.05,21759,79.8513238
2022-04-21,975.00,987.70,973.00,983.05,970.35,16512,47.7116997
2022-04-20,978.00,985.75,960.00,970.35,968.55,18286,73.8390147
2022-04-19,992.10,1009.10,952.00,968.55,988.05,29186,114.0438916
2022-04-18,967.00,990.65,952.30,988.05,976.95,25533,78.6667346
2022-04-13,979.55,990.00,972.40,976.95,974.65,24609,78.4726930
2022-04-12,1005.10,1006.00,962.00,974.65,1006.65,39330,115.0040115
2022-04-11,997.90,1021.80,996.20,1006.65,999.60,32082,119.1938451
2022-04-08,982.00,1005.00,982.00,999.60,981.00,15796,67.3097250
2022-04-07,1001.50,1010.00,978.00,981.00,1000.55,26575,68.6817362
2022-04-06,1000.00,1017.55,996.05,1000.55,1003.75,26716,121.4674927
2022-04-05,1007.80,1014.95,999.05,1003.75,1001.95,32201,108.9705203
2022-04-04,994.65,1009.15,982.30,1001.95,987.20,32050,125.5763601
2022-04-01,975.00,994.75,974.05,987.20,974.35,25992,113.9307303
2022-03-31,983.30,989.80,971.00,974.35,983.90,18423,74.7425643
2022-03-30,996.85,997.10,980.00,983.90,987.50,28087,101.3482726
2022-03-29,958.70,989.70,957.95,987.50,956.65,44087,159.4719078
2022-03-28,980.40,980.40,951.55,956.65,975.10,26606,133.2879725
2022-03-25,974.70,985.50,967.25,975.10,972.70,35175,138.9653298
2022-03-24,958.50,974.90,951.15,972.70,962.00,42226,177.1142723
2022-03-23,958.00,968.75,946.25,962.00,954.70,29529,140.7578165
2022-03-22,939.00,960.00,926.10,954.70,939.25,24579,111.4523461
2022-03-21,940.00,954.85,936.85,939.25,939.50,26026,95.9193139
2022-03-17,945.95,948.35,932.15,939.50,938.05,19897,78.4134313
2022-03-16,927.00,944.85,927.00,938.05,920.65,19753,81.7576613
2022-03-15,934.55,940.70,914.05,920.65,931.85,21523,89.2583992
2022-03-14,930.55,938.50,917.45,931.85,927.25,31625,142.0372978
2022-03-11,908.85,929.80,904.05,927.25,909.60,27994,119.2481501
2022-03-10,911.00,925.65,894.90,909.60,890.90,52074,196.3823817
2022-03-09,876.80,895.00,872.20,890.90,869.90,27715,88.1190012
2022-03-08,848.05,876.30,841.05,869.90,848.75,30887,120.5495501
2022-03-07,844.00,857.10,831.10,848.75,861.55,28775,102.2837873
2022-03-04,885.55,888.65,858.50,861.55,889.55,42601,144.4787081
2022-03-03,865.40,898.75,865.00,889.55,855.85,80281,250.7947295
2022-03-02,832.85,859.25,828.05,855.85,841.25,46287,140.1324867
2022-02-28,824.00,846.40,814.45,841.25,826.40,38459,99.6631123
2022-02-25,802.00,837.45,797.00,826.40,785.60,48895,162.2290679
2022-02-24,844.30,846.75,781.00,785.60,864.10,100375,229.7002165
2022-02-23,873.20,882.20,862.10,864.10,868.50,25676,61.4824978
2022-02-22,850.00,874.00,850.00,868.50,876.90,35915,94.2732546
2022-02-21,886.80,890.50,872.00,876.90,886.90,34807,98.4853393
2022-02-18,892.00,902.85,883.60,886.90,896.85,23492,65.2880759
2022-02-17,906.00,916.90,894.00,896.85,904.95,31872,102.7657993
2022-02-16,921.90,921.90,898.75,904.95,912.70,44437,130.5246841
2022-02-15,893.00,915.70,870.00,912.70,885.80,67878,170.1369297
2022-02-14,895.00,910.00,882.65,885.80,914.70,70781,157.2578162
2022-02-11,964.00,968.90,911.55,914.70,959.80,84388,320.9110037
2022-02-10,971.80,975.00,956.00,959.80,967.55,33266,135.0302947
2022-02-09,934.20,973.00,933.80,967.55,927.90,27501,99.3263420
2022-02-08,957.00,959.60,916.00,927.90,953.20,30976,98.7035423
2022-02-07,960.00,967.75,946.50,953.20,957.70,24057,62.9401572
2022-02-04,970.00,972.00,950.60,957.70,965.35,22690,90.1911281
2022-02-03,965.00,981.00,961.50,965.35,966.75,46630,153.4665150
2022-02-02,960.00,974.80,956.25,966.75,953.25,29394,97.2291846
2022-02-01,937.00,956.70,925.55,953.25,933.75,38106,120.0870202
2022-01-31,957.90,957.90,931.90,933.75,944.05,52169,144.5761055
2022-01-28,919.00,956.60,919.00,944.05,910.90,59778,210.8036578
2022-01-27,910.00,915.60,892.05,910.90,919.25,32540,90.6877086
2022-01-25,903.00,922.45,888.50,919.25,912.15,42851,98.7328936
2022-01-24,961.00,962.00,903.35,912.15,965.00,54169,147.4906577
2022-01-21,993.90,997.10,960.00,965.00,998.05,37230,115.4972841
2022-01-20,1005.00,1016.80,993.00,998.05,1011.65,31180,97.9407814
2022-01-19,1005.00,1020.00,985.35,1011.65,1005.95,43884,151.0685230
2022-01-18,1029.90,1041.95,1000.15,1005.95,1029.25,37056,124.2481441
2022-01-17,1027.00,1034.65,996.75,1029.25,1028.75,94322,282.1314543
2022-01-14,1008.50,1050.30,1002.55,1028.75,1014.05,88727,358.5178935
2022-01-13,993.00,1019.35,985.65,1014.05,993.00,67690,273.6033346
2022-01-12,980.95,1001.85,975.30,993.00,972.20,96936,357.8116288
2022-01-11,935.20,981.65,933.95,972.20,939.25,1160790,487.8624229
2022-01-10,934.00,943.75,925.30,939.25,927.20,41303,140.8006003
2022-01-07,908.00,929.35,906.20,927.20,904.15,34284,118.2185728
2022-01-06,909.55,916.30,902.55,904.15,915.20,15727,63.1834979
2022-01-05,907.80,918.00,901.50,915.20,909.10,20742,68.1602029
2022-01-04,918.70,919.90,900.00,909.10,914.15,21627,63.9369852
2022-01-03,897.00,917.35,895.35,914.15,894.20,24396,72.5519334
2021-12-31,880.00,897.65,880.00,894.20,883.95,17271,52.0794982
2021-12-30,905.00,905.65,882.30,883.95,901.00,24356,73.4945530
2021-12-29,912.10,914.40,898.05,901.00,907.65,29353,93.7855861
2021-12-28,888.00,909.70,885.20,907.65,879.90,49475,150.7382655
2021-12-27,871.70,883.55,860.35,879.90,872.20,16243,44.3640669
2021-12-24,889.95,892.00,868.20,872.20,886.10,18552,56.4796377
2021-12-23,889.80,894.50,882.90,886.10,882.45,18450,56.8689109
2021-12-22,860.00,884.65,858.65,882.45,856.45,29835,83.7385944
2021-12-21,848.00,865.15,847.30,856.45,842.35,26764,71.6067635
2021-12-20,876.00,876.90,824.15,842.35,883.60,57128,138.9716637
2021-12-17,906.90,909.40,878.65,883.60,906.90,35846,112.4086019
2021-12-16,927.60,929.15,902.10,906.90,921.80,27613,67.3777517
2021-12-15,933.00,942.90,919.55,921.80,933.35,16294,59.2641449
2021-12-14,930.40,940.50,925.00,933.35,935.90,16739,66.6726069
2021-12-13,949.90,949.90,933.10,935.90,940.15,25778,68.8488590
2021-12-10,935.85,952.00,931.65,940.15,935.85,50251,217.7227815
2021-12-09,928.00,940.50,918.00,935.85,923.90,33587,138.3653630
2021-12-08,915.00,926.65,912.70,923.90,909.45,20585,70.9030820
2021-12-07,901.50,914.10,900.00,909.45,896.20,24472,97.2484032
2021-12-06,914.80,921.00,893.20,896.20,910.00,38429,136.0998971
2021-12-03,904.00,931.15,903.25,910.00,900.00,58091,235.3198108
2021-12-02,887.90,905.00,878.00,900.00,883.90,39589,110.6139819
2021-12-01,880.90,887.80,870.00,883.90,872.25,33779,87.2812680
2021-11-30,873.00,892.50,868.65,872.25,868.65,40746,155.8018685
2021-11-29,853.00,887.65,828.80,868.65,853.70,81512,271.8419143
2021-11-26,896.00,903.50,844.50,853.70,900.60,68829,183.1480970
2021-11-25,903.40,911.75,891.85,900.60,900.40,30646,111.5292310
2021-11-24,918.70,923.80,897.00,900.40,912.30,45888,141.5682189
2021-11-23,888.85,914.70,880.25,912.30,892.00,40097,152.0034308
2021-11-22,927.00,931.05,880.00,892.00,925.35,55868,143.2902729
2021-11-18,944.70,946.75,915.70,925.35,940.65,39392,134.3957462
2021-11-17,933.00,946.80,930.05,940.65,934.75,22060,107.3521556
2021-11-16,940.00,955.95,931.00,934.75,937.50,47328,185.7763524
2021-11-15,942.00,948.00,935.00,937.50,935.85,23523,67.9634872
2021-11-12,930.00,946.40,927.70,935.85,925.35,33364,111.9011002
2021-11-11,935.00,946.50,919.00,925.35,935.10,30717,107.4291564
2021-11-10,944.95,944.95,933.15,935.10,947.90,33655,97.3799775
2021-11-09,928.50,954.85,926.15,947.90,925.85,60908,296.5882732
2021-11-08,910.00,927.55,894.40,925.85,904.20,48384,192.1328416
2021-11-04,903.40,906.00,900.00,904.20,896.10,15497,23.5459702
2021-11-03,911.90,915.60,887.15,896.10,910.65,44944,140.3763541
2021-11-02,909.65,919.10,906.90,910.65,905.10,45564,140.9893528
2021-11-01,911.00,915.50,901.25,905.10,901.35,41550,170.4089232
2021-10-29,895.00,930.00,876.50,901.35,891.35,1110428,391.6041901
2021-10-28,960.00,960.00,884.00,891.35,997.40,277821,879.6605153
2021-10-27,1015.40,1018.50,994.05,997.40,1006.60,43838,201.5083708
2021-10-26,982.70,1013.95,982.60,1006.60,980.60,72898,317.4668684
2021-10-25,992.00,1001.00,953.10,980.60,987.70,64438,217.2066729
2021-10-22,1007.00,1027.30,984.30,987.70,1003.80,72781,271.1244180
2021-10-21,1037.00,1044.20,995.10,1003.80,1033.85,65061,321.5350011
2021-10-20,1080.80,1085.85,1009.05,1033.85,1079.90,144078,514.3251070
2021-10-19,1102.60,1121.20,1067.00,1079.90,1094.40,93776,478.6381152
2021-10-18,1094.00,1158.00,1085.65,1094.40,1084.05,169816,765.7535914
2021-10-14,1142.00,1142.00,1078.20,1084.05,1107.10,1160488,505.1523190
2021-10-13,980.30,1144.30,980.30,1107.10,970.80,445949,2300.3228623
2021-10-12,970.80,975.95,946.90,970.80,968.30,40181,180.1473195
2021-10-11,970.00,987.40,966.00,968.30,965.65,41845,169.2191144
2021-10-08,965.00,978.30,954.55,965.65,959.05,55889,254.1256282
2021-10-07,978.95,978.95,952.00,959.05,962.55,55095,274.3661033
2021-10-06,933.00,980.85,933.00,962.55,930.95,152707,824.5109911
2021-10-05,940.00,952.00,927.25,930.95,935.75,83032,413.6029397
2021-10-04,917.00,940.00,908.65,935.75,910.90,52971,247.2580736
2021-10-01,916.70,928.45,907.20,910.90,919.30,34750,146.2526540
2021-09-30,940.85,945.50,915.40,919.30,933.10,75208,355.3850049
2021-09-29,905.00,937.60,895.20,933.10,906.40,71012,342.2168932
2021-09-28,919.75,926.70,900.80,906.40,914.75,66935,269.8191026
2021-09-27,900.00,928.70,895.00,914.75,884.95,155953,715.2842590
2021-09-24,851.90,901.70,851.25,884.95,847.15,2080373,982.8523735
2021-09-23,832.75,856.00,827.55,847.15,825.30,56552,306.1598205
2021-09-22,805.30,828.70,802.25,825.30,801.95,50678,271.6068929
2021-09-21,799.80,809.85,780.05,801.95,799.75,66329,225.5416706
2021-09-20,840.00,840.00,795.50,799.75,844.50,65189,218.9778458
2021-09-17,868.80,869.85,840.30,844.50,865.40,45247,172.8788727
2021-09-16,865.10,879.75,863.55,865.40,858.80,97926,426.9035040
2021-09-15,836.00,862.00,835.90,858.80,835.75,66168,288.0864585
2021-09-14,839.00,842.80,830.90,835.75,837.30,16749,68.6085552
2021-09-13,829.00,842.70,827.15,837.30,829.25,33291,137.2253406
2021-09-09,834.80,834.80,821.30,829.25,832.30,18534,68.8418488
2021-09-08,825.00,835.50,813.25,832.30,823.05,35264,142.6200888
2021-09-07,842.00,844.00,820.15,823.05,839.20,33119,112.6441649
2021-09-06,843.00,846.40,836.25,839.20,841.00,17283,72.6482472
2021-09-03,850.00,853.90,835.00,841.00,846.50,26999,129.2026945
2021-09-02,843.65,853.25,841.05,846.50,840.70,26260,125.8403311
2021-09-01,848.75,853.90,834.00,840.70,844.65,37181,147.5929227
2021-08-31,837.90,860.80,836.65,844.65,834.40,91426,385.7058379
2021-08-30,833.65,840.00,832.00,834.40,829.00,30617,129.6825740
2021-08-27,830.50,842.35,825.90,829.00,826.60,48738,239.1392493
2021-08-26,818.10,834.45,818.10,826.60,822.10,39363,189.7845982
2021-08-25,833.50,836.00,820.00,822.10,829.85,28530,107.5861600
2021-08-24,826.00,837.90,821.20,829.85,822.25,34282,145.7395402
2021-08-23,845.00,853.00,814.50,822.25,839.35,46552,168.1272398
2021-08-20,854.00,865.00,831.05,839.35,859.55,47308,155.9951399
2021-08-18,870.00,873.00,855.05,859.55,865.35,44138,154.6797024
2021-08-17,874.40,886.90,858.55,865.35,871.55,55278,246.5080416
2021-08-16,880.70,891.90,866.00,871.55,879.00,50030,228.5825593
2021-08-13,880.35,887.80,876.00,879.00,875.85,56897,257.1593507
2021-08-12,863.90,886.40,860.15,875.85,859.85,1020649,520.7499320
2021-08-11,847.45,862.70,836.00,859.85,843.65,1100939,414.4714507
2021-08-10,847.95,866.00,830.60,843.65,846.30,145292,690.3375545
2021-08-09,828.75,857.80,812.65,846.30,823.65,200953,954.9420684
2021-08-06,807.85,844.00,802.70,823.65,769.30,363806,1968.8197196
2021-08-05,767.55,775.00,754.00,769.30,763.45,29605,111.8944420
2021-08-04,775.00,779.70,760.30,763.45,772.25,20303,70.4946977
2021-08-03,776.15,781.25,769.65,772.25,774.65,21265,77.4298861
2021-08-02,771.00,780.95,766.55,774.65,763.15,31621,127.3285757
2021-07-30,752.40,770.75,751.15,763.15,751.70,43271,172.3308372
2021-07-29,738.00,754.50,737.70,751.70,738.75,33620,120.8133648
2021-07-28,748.60,748.60,729.65,738.75,743.60,32998,127.7515993
2021-07-27,760.00,763.80,739.05,743.60,758.30,32232,88.6991083
2021-07-26,750.00,766.40,743.00,758.30,755.05,33415,105.4607629
2021-07-23,769.00,769.00,752.00,755.05,762.70,23776,74.0890526
2021-07-22,765.70,767.85,757.40,762.70,759.65,24362,86.7709823
2021-07-20,778.50,784.65,755.00,759.65,779.65,47941,169.4471596
2021-07-19,778.00,795.50,769.05,779.65,781.00,51791,217.1231671
2021-07-16,779.95,785.85,773.10,781.00,777.80,32103,98.0784381
2021-07-15,781.00,781.50,773.10,777.80,777.30,20849,76.1028214
2021-07-14,785.10,792.45,775.70,777.30,782.95,39542,152.9466574
2021-07-13,783.95,785.10,772.30,782.95,778.90,39850,148.2056115
2021-07-12,767.50,791.30,766.50,778.90,764.90,82341,359.3899348
2021-07-09,763.00,776.60,759.05,764.90,764.30,38357,149.6391310
2021-07-08,775.25,779.50,755.80,764.30,770.00,41814,180.8524659
2021-07-07,763.75,771.95,756.05,770.00,759.95,36510,137.7002955
2021-07-06,773.25,780.40,754.35,759.95,773.45,46755,189.0103309
2021-07-05,774.95,781.00,761.40,773.45,767.70,1041994,433.0030615
2021-07-02,725.00,770.00,722.00,767.70,723.05,2070270,1007.6474163
