Date,Open,High,Low,Last,Close,Total Trade Quantity,Turnover (Cr)
2021-07-01,725.00,728.85,721.05,723.05,723.80,20053,57.7143774
2021-06-30,722.00,729.50,719.30,723.80,720.60,19676,91.9603114
2021-06-29,725.00,730.80,716.80,720.60,721.90,30092,110.2426882
2021-06-28,721.90,728.50,718.00,721.90,715.95,27643,117.5315215
2021-06-25,710.00,723.45,708.50,715.95,705.95,36844,136.1567294
2021-06-24,716.50,720.00,702.85,705.95,714.90,33617,101.8196809
2021-06-23,724.00,729.75,713.15,714.90,723.85,42636,130.4651855
2021-06-22,722.45,736.15,719.80,723.85,718.05,41969,164.0541995
2021-06-21,701.00,720.75,701.00,718.05,714.80,32731,113.9274655
2021-06-18,732.00,733.15,696.05,714.80,725.60,56803,205.2254051
2021-06-17,732.80,742.35,718.25,725.60,737.10,44789,129.6398481
2021-06-16,744.95,749.45,734.10,737.10,744.00,27691,107.0604157
2021-06-15,739.85,753.50,738.20,744.00,738.30,44528,181.7296312
2021-06-14,740.80,742.50,716.50,738.30,748.50,49869,184.9702522
2021-06-11,749.00,754.65,743.35,748.50,748.20,32083,128.6423993
2021-06-10,742.10,750.85,739.80,748.20,738.65,33043,140.2664305
2021-06-09,746.00,760.00,731.30,738.65,744.15,81737,331.6544373
2021-06-08,751.00,751.00,731.55,744.15,748.20,41602,168.8026449
2021-06-07,753.50,755.95,746.00,748.20,746.15,73572,283.7374228
2021-06-04,732.60,748.90,727.80,746.15,727.75,92952,402.9572160
2021-06-03,713.10,731.50,713.10,727.75,711.85,100638,409.2953860
2021-06-02,705.95,713.65,704.90,711.85,706.40,26100,96.0756216
2021-06-01,705.00,716.50,702.20,706.40,703.85,41733,157.1004264
2021-05-31,710.95,713.55,701.05,703.85,708.55,43116,175.6013522
2021-05-28,693.05,716.50,693.05,708.55,691.75,69700,305.9166816
2021-05-27,703.60,703.75,690.30,691.75,699.80,54392,169.4203349
2021-05-26,704.00,705.15,697.00,699.80,703.45,62876,145.4691276
2021-05-25,712.40,713.75,698.10,703.45,707.25,43509,154.1819035
2021-05-24,710.00,720.80,699.90,707.25,707.85,46618,203.3648686
2021-05-21,710.00,715.95,706.35,707.85,706.95,35148,139.4504158
2021-05-20,715.30,719.30,705.35,706.95,712.40,40399,158.2097083
2021-05-19,714.90,723.90,709.70,712.40,714.05,51687,189.1017381
2021-05-18,710.00,721.55,708.30,714.05,704.05,60779,228.7807272
2021-05-17,705.45,713.25,690.35,704.05,702.35,67076,252.0712750
2021-05-14,729.70,733.45,698.35,702.35,722.35,1040846,412.5423970
2021-05-12,701.70,735.10,694.60,722.35,696.70,175859,784.4534529
2021-05-11,682.00,709.40,677.10,696.70,683.80,1311998,549.3366005
2021-05-10,685.00,689.80,681.05,683.80,679.35,49844,180.1731155
2021-05-07,680.00,692.40,677.05,679.35,676.50,86994,310.0411838
2021-05-06,700.00,703.95,670.55,676.50,698.65,167720,635.3129960
2021-05-05,708.00,715.00,694.50,698.65,708.55,2200936,942.7622357
2021-05-04,750.00,757.80,704.85,708.55,783.15,384502,1688.6995254
2021-05-03,792.00,793.75,770.00,783.15,792.45,1020835,528.1519512
2021-04-30,758.25,797.00,750.35,792.45,763.25,132920,719.4775205
2021-04-29,769.90,777.00,760.55,763.25,764.65,44021,274.9414677
2021-04-28,767.00,777.25,760.10,764.65,759.70,77109,398.7782031
2021-04-27,739.10,765.00,733.50,759.70,733.65,82060,468.7583339
2021-04-26,731.00,742.00,728.00,733.65,726.15,45197,207.0886643
2021-04-23,731.95,742.85,720.25,726.15,734.45,54955,260.8933075
2021-04-22,712.00,738.15,711.00,734.45,724.60,64440,311.1320351
2021-04-20,744.00,748.95,718.75,724.60,732.20,52491,262.7079473
2021-04-19,731.00,740.00,718.20,732.20,753.10,66959,301.1814326
2021-04-16,752.70,773.25,745.70,753.10,748.95,74864,384.2327583
2021-04-15,745.00,759.95,731.00,748.95,759.15,78472,332.6556779
2021-04-13,750.45,767.45,739.30,759.15,750.30,76267,413.6770985
2021-04-12,790.00,790.00,744.65,750.30,805.25,1111968,467.2523191
2021-04-09,821.50,827.95,800.10,805.25,819.45,68107,351.1438629
2021-04-08,817.00,833.95,813.25,819.45,812.00,84363,404.5172137
2021-04-07,815.25,824.80,805.25,812.00,809.10,1180258,596.2762815
2021-04-06,772.00,815.00,760.40,809.10,761.75,180620,1018.2345653
2021-04-05,779.90,788.00,748.50,761.75,779.10,96710,401.7382543
2021-04-01,758.80,791.70,755.10,779.10,751.80,100604,566.6893774
2021-03-31,746.00,765.00,743.85,751.80,752.25,49935,269.2403312
2021-03-30,749.35,761.75,743.05,752.25,744.15,53003,313.5565319
2021-03-26,740.50,757.45,735.00,744.15,731.05,74740,404.8546608
2021-03-25,742.00,743.95,712.00,731.05,737.65,1022013,516.0738176
2021-03-24,759.00,769.80,734.30,737.65,766.15,64724,289.3589344
2021-03-23,766.95,774.00,756.25,766.15,763.75,64003,335.4757811
2021-03-22,752.00,771.00,743.40,763.75,752.05,1300700,703.9261102
2021-03-19,709.30,759.00,690.20,752.05,715.15,169584,1323.4266185
2021-03-18,743.00,752.90,705.25,715.15,733.05,1260159,636.0293075
2021-03-17,777.00,777.00,729.35,733.05,777.20,97930,434.7410184
2021-03-16,786.90,786.90,770.60,777.20,782.25,63793,320.2021724
2021-03-15,790.00,794.40,765.30,782.25,783.85,84573,441.4856918
2021-03-12,774.00,795.00,770.00,783.85,767.00,144179,700.0678242
2021-03-10,769.50,774.20,763.00,767.00,762.80,49006,220.1930149
2021-03-09,775.00,775.90,751.50,762.80,768.50,67343,303.1007795
2021-03-08,761.00,777.00,753.05,768.50,748.55,1060873,546.8074860
2021-03-05,774.80,779.35,738.00,748.55,772.30,1081990,530.9510629
2021-03-04,764.90,792.05,759.75,772.30,776.45,154123,787.4702912
2021-03-03,738.00,782.00,735.45,776.45,733.65,184133,977.3520364
2021-03-02,745.00,746.00,723.10,733.65,743.45,1290161,570.7345355
2021-03-01,750.00,755.00,731.75,743.45,739.50,138627,647.1117064
2021-02-26,730.00,757.50,712.50,739.50,732.60,376166,2024.4067316
2021-02-25,680.00,738.00,675.75,732.60,672.30,3130859,1782.0333782
2021-02-24,659.00,677.00,648.50,672.30,654.00,82684,422.5624406
2021-02-23,643.90,659.50,637.20,654.00,637.15,172511,883.3732717
2021-02-22,626.00,643.00,616.00,637.15,618.60,2130420,1010.3748125
2021-02-19,590.90,628.65,586.00,618.60,591.10,269694,1373.9376419
2021-02-18,586.00,599.35,582.20,591.10,580.35,1070881,462.3080544
2021-02-17,584.00,594.50,575.55,580.35,583.70,81222,353.0604193
2021-02-16,572.00,589.90,568.85,583.70,568.65,1221940,527.7881080
2021-02-15,565.00,584.00,555.70,568.65,560.95,92295,349.4033278
2021-02-12,566.00,569.40,554.25,560.95,563.10,37944,168.1687009
2021-02-11,561.00,581.00,558.10,563.10,561.05,97626,432.3854889
2021-02-10,577.70,577.80,552.60,561.05,571.95,1040606,439.0101673
2021-02-09,538.50,586.75,534.55,571.95,535.75,233832,1089.5795324
2021-02-08,529.80,540.00,525.95,535.75,525.00,42108,148.9602123
2021-02-05,532.00,534.60,519.00,525.00,529.70,33789,136.4464797
2021-02-04,517.60,535.00,513.00,529.70,517.60,46485,231.5301468
2021-02-03,522.95,528.00,513.75,517.60,519.60,41588,185.6587289
2021-02-02,499.50,523.40,497.85,519.60,494.05,57863,250.2885472
2021-02-01,481.50,496.65,466.00,494.05,475.30,54309,210.9272607
2021-01-29,504.00,504.65,471.60,475.30,489.75,74070,272.9915792
2021-01-28,482.85,495.40,481.00,489.75,492.85,48799,188.8268131
2021-01-27,507.95,514.90,489.20,492.85,507.10,68024,272.9508379
2021-01-25,524.80,525.60,503.85,507.10,519.30,53710,211.8369021
2021-01-22,531.80,537.20,517.00,519.30,528.60,49017,189.1275798
2021-01-21,536.70,546.95,523.65,528.60,536.00,77547,341.4774060
2021-01-20,529.80,543.00,526.20,536.00,528.85,74986,326.8099549
2021-01-19,516.30,531.70,512.40,528.85,510.45,60698,286.0699982
2021-01-18,533.90,535.10,503.75,510.45,533.90,81311,289.5214392
2021-01-15,539.80,539.95,521.20,533.90,535.95,75115,358.0383872
2021-01-14,548.00,554.00,534.10,535.95,541.95,67944,310.7876217
2021-01-13,528.90,551.75,528.00,541.95,523.00,193066,901.6673027
2021-01-12,500.00,535.00,496.55,523.00,500.30,176683,834.6110084
2021-01-11,503.35,504.75,491.05,500.30,500.00,38819,138.5917662
2021-01-08,504.90,509.00,496.25,500.00,498.45,53851,208.7764373
2021-01-07,494.00,505.50,492.60,498.45,491.05,86537,329.8262373
2021-01-06,487.00,504.60,481.70,491.05,486.55,99730,375.9846651
2021-01-05,488.00,490.65,482.45,486.55,489.25,27601,83.9264748
2021-01-04,484.90,494.40,482.35,489.25,479.95,42525,156.6211260
2021-01-01,477.90,482.20,477.05,479.95,477.40,17461,72.0784305
2020-12-31,478.70,483.30,475.15,477.40,479.70,22839,87.7219007
2020-12-30,485.00,485.10,474.15,479.70,482.80,34406,135.9223229
2020-12-29,485.95,501.00,479.05,482.80,478.25,1151990,520.7676853
2020-12-28,479.00,483.20,474.05,478.25,476.20,29997,113.1627364
2020-12-24,478.55,485.40,473.10,476.20,474.05,43987,154.3841197
2020-12-23,476.00,480.65,471.30,474.05,475.80,40286,133.5238953
2020-12-22,452.60,478.20,441.30,475.80,460.80,86352,351.2363873
2020-12-21,489.90,490.95,440.90,460.80,489.85,84031,269.1560370
2020-12-18,493.90,498.95,487.40,489.85,493.80,33671,153.4606377
2020-12-17,496.80,505.95,491.50,493.80,498.20,32412,143.7555660
2020-12-16,504.70,505.70,494.25,498.20,503.65,47712,203.8381673
2020-12-15,510.20,511.00,501.20,503.65,509.50,35571,192.8760246
2020-12-14,510.00,513.45,506.20,509.50,508.15,33122,172.5093652
2020-12-11,511.55,514.00,504.30,508.15,511.10,44482,255.9067478
2020-12-10,511.95,514.00,502.25,511.10,510.65,53798,283.8591598
2020-12-09,514.50,516.20,507.05,510.65,510.45,65099,322.5798766
2020-12-08,514.45,521.80,501.50,510.45,509.05,149993,878.4060363
2020-12-07,505.25,527.00,498.10,509.05,490.90,3090115,1608.4800397
2020-12-04,459.95,495.50,450.30,490.90,455.40,2190484,1124.0303451
2020-12-03,440.00,464.85,435.35,455.40,427.35,2260682,1085.3422753
2020-12-02,408.55,430.00,404.00,427.35,404.95,1020977,514.6160556
2020-12-01,392.40,408.45,386.95,404.95,392.10,51757,205.6562073
2020-11-27,386.05,396.95,381.30,392.10,383.30,50662,238.4877971
2020-11-26,370.10,385.00,365.40,383.30,368.05,48937,183.3434895
2020-11-25,373.00,376.90,363.10,368.05,367.40,47656,155.9802705
2020-11-24,361.00,374.35,358.35,367.40,358.45,62486,195.7499966
2020-11-23,359.20,362.95,351.10,358.45,356.35,46815,106.0743168
2020-11-20,360.00,368.85,351.05,356.35,353.05,1050593,331.9081665
2020-11-19,327.95,359.50,325.00,353.05,327.40,134404,476.2688086
2020-11-18,322.90,332.70,321.10,327.40,322.10,26719,90.9039747
2020-11-17,324.00,326.70,318.10,322.10,324.35,20053,48.5175793
2020-11-14,329.70,329.75,322.05,324.35,324.50,5009,8.1275434
2020-11-13,326.55,328.70,322.55,324.50,325.25,14535,41.1955252
2020-11-12,319.65,327.00,318.30,325.25,318.05,20327,59.9615772
2020-11-11,316.00,320.45,312.50,318.05,314.65,16158,53.6316201
2020-11-10,318.70,320.00,313.65,314.65,317.70,12029,27.4897537
2020-11-09,318.00,320.45,313.95,317.70,317.60,10066,30.0923895
2020-11-06,313.50,320.00,311.50,317.60,313.25,11911,39.9721045
2020-11-05,308.60,314.65,307.00,313.25,306.00,11020,31.7489070
2020-11-04,311.60,312.20,303.00,306.00,310.15,14698,41.3148655
2020-11-03,315.50,315.70,305.65,310.15,313.50,17618,47.2002559
2020-11-02,319.95,324.00,311.45,313.50,322.35,19899,90.9285766
2020-10-30,313.05,325.85,312.60,322.35,326.05,38934,153.0679369
2020-10-29,319.00,331.45,318.50,326.05,322.50,38510,87.7636750
2020-10-28,323.15,325.25,318.60,322.50,323.15,13412,40.4634818
2020-10-27,320.00,325.60,317.75,323.15,320.15,19452,66.5576202
2020-10-26,321.30,322.95,317.50,320.15,321.90,12276,52.2175030
2020-10-23,323.80,325.50,320.95,321.90,323.95,9826,32.1905837
2020-10-22,321.50,326.00,317.50,323.95,321.45,27827,88.0557302
2020-10-21,322.50,323.65,318.00,321.45,321.15,14318,52.4347813
2020-10-20,315.05,323.55,314.75,321.15,318.20,24989,88.4776267
2020-10-19,322.00,326.00,316.80,318.20,319.65,26518,88.0460464
2020-10-16,315.80,321.00,314.80,319.65,318.45,25425,71.4528280
2020-10-15,319.00,323.50,312.35,318.45,318.05,51419,217.1888986
2020-10-14,309.00,319.40,309.00,318.05,307.45,1091944,337.7463569
2020-10-13,299.95,308.65,299.40,307.45,300.55,39849,106.8236029
2020-10-12,302.75,303.70,298.95,300.55,301.55,15569,29.2344193
2020-10-09,302.95,304.85,300.00,301.55,301.80,12530,29.4446767
2020-10-08,301.45,305.00,299.75,301.80,300.95,17351,37.2639184
2020-10-07,305.80,305.80,298.50,300.95,304.25,14175,35.3204436
2020-10-06,310.00,311.30,303.20,304.25,308.05,26741,62.1404802
2020-10-05,301.60,310.60,299.20,308.05,301.60,31573,79.1137723
2020-10-01,302.50,305.60,300.50,301.60,299.50,21986,47.9276994
2020-09-30,301.95,302.00,296.10,299.50,299.95,24780,84.2658194
2020-09-29,298.90,306.95,297.00,299.95,297.40,44998,117.1903311
2020-09-28,295.25,300.65,292.55,297.40,290.70,28450,61.7713214
2020-09-25,281.15,293.10,281.15,290.70,278.80,36665,84.9037137
2020-09-24,298.40,300.90,276.90,278.80,293.55,1130765,218.5241716
2020-09-23,282.50,300.75,276.10,293.55,279.45,43304,159.3468690
2020-09-22,287.40,290.35,273.45,279.45,286.70,29374,53.6059534
2020-09-21,291.70,295.00,285.10,286.70,290.30,58993,114.8849746
2020-09-18,300.10,303.00,288.40,290.30,298.65,44623,94.6679667
2020-09-17,300.65,302.30,295.40,298.65,301.70,21419,38.7111537
2020-09-16,306.15,307.15,296.20,301.70,306.10,33068,72.5638145
2020-09-15,304.25,312.90,304.25,306.10,303.80,46173,132.5889584
2020-09-14,294.85,307.65,294.15,303.80,293.05,50627,137.1925527
2020-09-11,289.20,294.80,287.80,293.05,288.80,20921,57.7393311
2020-09-10,289.00,293.40,285.00,288.80,287.35,25933,62.5304226
2020-09-09,287.00,289.45,281.70,287.35,289.30,29029,55.7382482
2020-09-08,300.00,300.00,287.15,289.30,296.90,60072,140.2059196
2020-09-07,303.50,307.00,294.85,296.90,303.30,33648,98.6596586
2020-09-04,306.00,308.40,302.10,303.30,312.85,47182,92.3346594
2020-09-03,314.00,317.90,310.25,312.85,311.50,30701,85.7930532
2020-09-02,310.55,316.00,307.20,311.50,310.10,25187,73.7389396
2020-09-01,313.15,317.05,297.75,310.10,312.50,58168,132.6218616
2020-08-31,333.00,333.00,308.75,312.50,327.90,38925,107.9309226
2020-08-28,332.50,336.40,326.55,327.90,329.25,38839,107.6111027
2020-08-27,335.00,336.55,328.25,329.25,334.50,32390,82.0551602
2020-08-26,337.20,339.65,330.20,334.50,333.85,45571,152.9240243
2020-08-25,334.00,345.90,329.20,333.85,324.10,1210617,458.5684386
2020-08-24,319.90,334.40,316.00,324.10,315.35,1100462,383.4599000
2020-08-21,321.35,321.35,314.25,315.35,317.30,36933,90.2979762
2020-08-20,314.50,321.90,314.05,317.30,311.05,89192,287.4217339
2020-08-19,298.20,314.00,296.40,311.05,296.10,65935,196.4117651
2020-08-18,294.50,297.35,293.35,296.10,292.10,18594,42.4308196
2020-08-17,298.50,298.65,291.50,292.10,295.00,18481,38.3023227
2020-08-14,298.00,300.50,293.20,295.00,296.00,14033,32.5121687
2020-08-13,299.50,300.90,295.70,296.00,295.90,14395,30.5560620
2020-08-12,295.00,297.45,292.55,295.90,297.05,16255,27.8080518
2020-08-11,302.20,302.60,295.80,297.05,301.15,19979,38.5383103
2020-08-10,303.30,305.00,299.10,301.15,300.85,21141,41.1871657
2020-08-07,297.05,304.50,296.15,300.85,296.15,23977,52.9105013
2020-08-06,298.00,298.95,294.40,296.15,296.95,22169,34.5072162
2020-08-05,297.90,300.75,295.50,296.95,296.70,12560,27.1227030
2020-08-04,298.05,302.95,296.00,296.70,298.05,12828,27.5852885
2020-08-03,301.00,301.75,293.25,298.05,305.70,27311,53.8292970
2020-07-31,311.25,311.25,303.65,305.70,310.05,17080,44.1142892
2020-07-30,315.00,315.00,307.75,310.05,312.40,22013,61.0372607
2020-07-29,300.85,314.80,299.65,312.40,299.65,38181,119.1757314
2020-07-28,298.20,302.50,298.20,299.65,298.30,19415,41.1649736
2020-07-27,301.00,305.20,297.10,298.30,301.55,18704,44.1403205
2020-07-24,306.00,310.35,300.75,301.55,307.25,17388,43.2633665
2020-07-23,304.00,308.90,301.75,307.25,303.80,19270,51.1661413
2020-07-22,302.00,306.50,301.50,303.80,301.55,14684,38.0369104
2020-07-21,309.50,309.50,300.85,301.55,306.30,19976,41.1423034
2020-07-20,303.00,307.10,300.70,306.30,299.90,20565,69.0896794
2020-07-17,298.50,303.25,298.20,299.90,298.45,12598,36.6494369
2020-07-16,295.00,299.95,289.25,298.45,296.15,28140,65.5791596
2020-07-15,306.70,307.80,295.10,296.15,305.65,29897,52.6313814
2020-07-14,298.00,307.00,295.00,305.65,298.35,31604,73.8922807
2020-07-13,301.70,303.50,297.60,298.35,299.60,26217,54.0583405
2020-07-10,307.00,307.00,299.00,299.60,307.10,61267,90.5887839
2020-07-09,313.00,316.00,306.20,307.10,312.50,36566,101.4641586
2020-07-08,319.95,319.95,311.25,312.50,311.70,69618,156.5019669
2020-07-07,312.25,321.00,309.55,311.70,309.90,70459,154.2668894
2020-07-06,312.00,313.65,308.80,309.90,308.50,16563,30.6897796
2020-07-03,311.50,313.25,306.95,308.50,309.30,10866,20.3100874
2020-07-02,309.45,312.50,308.00,309.30,308.35,12017,25.8066476
2020-07-01,314.00,314.00,307.40,308.35,310.05,16355,25.2429323
2020-06-30,314.20,315.50,309.00,310.05,312.05,6790,15.1426123
2020-06-29,315.00,316.55,309.05,312.05,315.20,10579,19.2880990
2020-06-26,319.50,322.90,314.15,315.20,317.30,15406,37.1954370
2020-06-25,312.95,318.20,309.90,317.30,313.25,13789,36.8093597
2020-06-24,315.90,319.20,311.95,313.25,311.80,18526,54.3694011
2020-06-23,313.00,315.95,311.10,311.80,310.75,18639,47.0295966
2020-06-22,308.95,315.95,306.10,310.75,314.25,29290,54.2222587
2020-06-19,317.00,317.05,312.00,314.25,314.20,17791,40.3772785
2020-06-18,315.00,319.50,313.50,314.20,313.50,22555,62.8649258
2020-06-17,305.00,315.90,304.40,313.50,305.60,18438,49.7605538
2020-06-16,314.00,314.80,301.40,305.60,307.05,18507,40.2707784
2020-06-15,313.95,314.80,306.20,307.05,311.75,14032,29.4072795
2020-06-12,293.00,313.65,293.00,311.75,306.50,27088,60.9286821
2020-06-11,312.80,314.65,304.55,306.50,311.50,25388,56.7216402
2020-06-10,314.80,318.20,308.40,311.50,312.65,15903,43.8588078
2020-06-09,319.05,319.90,311.00,312.65,315.55,13867,34.7285672
2020-06-08,322.00,324.20,314.50,315.55,318.35,24929,57.2619929
2020-06-05,316.55,322.70,315.65,318.35,315.50,17583,49.9920166
2020-06-04,315.40,317.90,309.50,315.50,313.85,16612,36.2718194
2020-06-03,319.70,319.70,311.35,313.85,315.50,26319,69.7046798
2020-06-02,311.85,319.85,310.35,315.50,308.45,22920,58.4121132
2020-06-01,308.00,318.80,307.00,308.45,306.45,43903,62.5829847
2020-05-29,303.50,308.95,301.00,306.45,304.10,20501,50.2692306
2020-05-28,311.95,316.20,301.35,304.10,310.00,36652,76.1832204
2020-05-27,300.40,311.65,299.35,310.00,299.50,33462,69.7588870
2020-05-26,296.15,301.90,296.15,299.50,295.00,15510,38.4201962
2020-05-22,284.00,298.85,282.50,295.00,283.40,36493,83.4102712
2020-05-21,290.00,290.20,282.50,283.40,288.85,17974,29.6768472
2020-05-20,281.55,290.70,281.25,288.85,280.35,22297,42.4753942
2020-05-19,281.00,286.70,278.25,280.35,276.35,17709,40.1969075
2020-05-18,294.00,294.00,274.10,276.35,293.20,21198,46.6044107
2020-05-15,295.90,300.80,288.30,293.20,292.70,34196,57.5247276
2020-05-14,298.65,298.65,290.75,292.70,299.75,24473,33.8440462
2020-05-13,298.50,306.00,291.35,299.75,285.00,56499,126.1825130
2020-05-12,289.75,292.00,279.80,285.00,288.70,20486,39.1632998
2020-05-11,289.00,293.50,288.00,288.70,288.85,11907,25.2618847
2020-05-08,289.00,291.40,284.00,288.85,286.05,27629,70.4699196
2020-05-07,293.00,299.00,285.00,286.05,290.55,30539,77.3296593
2020-05-06,281.00,295.00,281.00,290.55,278.25,63409,156.7170026
2020-05-05,287.40,288.00,276.35,278.25,281.10,15087,28.4918842
2020-05-04,279.50,288.70,272.20,281.10,282.70,42367,66.9066861
2020-04-30,290.00,290.00,281.00,282.70,285.05,33894,56.3373782
2020-04-29,287.00,289.25,282.50,285.05,285.10,26563,44.3494957
2020-04-28,285.40,296.60,282.20,285.10,278.25,60253,129.4870133
2020-04-27,274.95,282.85,274.00,278.25,270.05,51978,77.4183476
2020-04-24,263.40,273.00,255.35,270.05,263.45,69601,112.1986441
2020-04-23,253.00,265.00,252.55,263.45,249.90,40501,55.5391400
2020-04-22,248.00,251.10,243.00,249.90,249.40,24585,48.2077024
2020-04-21,255.95,255.95,246.25,249.40,256.45,22157,36.6077805
2020-04-20,260.00,260.50,251.50,256.45,254.00,25778,62.7389988
2020-04-17,268.50,268.50,250.00,254.00,254.40,44342,68.7830017
2020-04-16,241.40,259.50,240.00,254.40,240.05,67607,156.9036069
2020-04-15,242.00,252.00,239.00,240.05,237.00,60132,78.6697439
2020-04-13,238.00,247.15,231.55,237.00,233.10,37774,55.6983682
2020-04-09,237.30,239.45,230.70,233.10,228.60,29541,33.3886973
2020-04-08,227.00,239.90,225.55,228.60,229.80,26450,35.0446732
2020-04-07,222.85,234.40,222.20,229.80,218.55,33387,48.4684294
2020-04-03,229.00,229.40,216.20,218.55,224.65,23871,32.5470601
2020-04-01,227.55,235.30,223.00,224.65,223.55,29184,40.8039561
2020-03-31,230.00,230.00,222.50,223.55,223.00,19260,18.1113339
2020-03-30,224.75,225.75,218.00,223.00,224.50,19601,18.4352644
2020-03-27,239.50,242.90,222.00,224.50,225.10,30265,27.6459143
2020-03-26,212.65,234.35,212.65,225.10,210.95,31337,37.3298782
2020-03-25,201.70,213.80,200.50,210.95,200.75,21062,20.5289540
2020-03-24,212.05,218.50,197.00,200.75,200.70,54340,41.8885422
2020-03-23,216.00,231.00,197.00,200.70,228.95,18073,23.6212552
2020-03-20,224.00,236.00,221.15,228.95,223.10,31006,35.6874177
2020-03-19,225.00,232.00,210.30,223.10,226.75,33690,34.8283495
2020-03-18,243.10,243.10,223.00,226.75,238.40,35411,24.4304170
2020-03-17,251.10,252.65,235.00,238.40,252.05,27839,24.0811278
2020-03-16,250.00,265.50,249.00,252.05,275.85,29866,37.7015719
2020-03-13,250.00,283.40,235.00,275.85,265.85,44684,62.3124768
2020-03-12,289.50,289.50,258.30,265.85,295.45,31398,47.0556474
2020-03-11,298.50,304.35,291.00,295.45,298.25,27394,42.8191755
2020-03-09,305.00,310.00,294.00,298.25,310.35,13691,41.4962124
2020-03-06,309.95,312.00,298.30,310.35,314.95,17209,32.4420287
2020-03-05,317.00,323.00,311.40,314.95,314.95,41880,80.1480898
2020-03-04,315.00,339.70,304.40,314.95,724.45,60621,151.6305327
2020-03-04,315.00,339.70,304.40,314.95,724.45,60621,151.6305327
2020-03-04,315.00,339.70,304.40,314.95,724.45,60621,151.6305327
2020-03-04,315.00,339.70,304.40,314.95,724.45,60621,151.6305327
2020-03-03,708.90,733.00,702.10,724.45,705.60,29808,171.8397073
2020-03-03,708.90,733.00,702.10,724.45,705.60,29808,171.8397073
2020-03-03,708.90,733.00,702.10,724.45,705.60,29808,171.8397073
2020-03-03,708.90,733.00,702.10,724.45,705.60,29808,171.8397073
2020-03-03,708.90,733.00,702.10,724.45,705.60,29808,171.8397073
2020-03-02,719.20,728.85,697.65,705.60,714.00,26198,168.4363462
2020-02-28,713.50,720.45,701.10,714.00,731.80,27767,129.4290599
2020-02-27,748.00,748.50,725.25,731.80,743.95,16582,144.0065780
2020-02-26,751.00,752.00,736.00,743.95,749.60,28208,191.4629296
2020-02-25,752.10,754.30,740.35,749.60,749.80,17750,208.1203464
2020-02-24,761.00,769.80,747.55,749.80,763.65,10564,30.9041929
2020-02-20,761.00,778.50,760.10,763.65,764.75,12709,58.7022775
2020-02-19,755.00,768.00,748.30,764.75,749.60,19209,56.3420048
2020-02-19,755.00,768.00,748.30,764.75,749.60,19209,56.3420048
2020-02-19,755.00,768.00,748.30,764.75,749.60,19209,56.3420048
2020-02-19,755.00,768.00,748.30,764.75,749.60,19209,56.3420048
2020-02-19,755.00,768.00,748.30,764.75,749.60,19209,56.3420048
2020-02-18,755.00,757.00,743.10,749.60,752.70,12902,42.9317326
2020-02-17,769.00,773.00,749.50,752.70,766.65,17848,47.2502424
2020-02-14,757.05,770.00,757.05,766.65,760.75,23085,89.8404891
2020-02-13,756.05,763.25,753.00,760.75,756.65,8392,32.2698208
2020-02-12,760.05,763.95,755.60,756.65,758.25,7393,27.7082337
2020-02-11,765.15,779.80,756.10,758.25,761.45,26495,86.6201677
2020-02-10,766.80,766.80,754.65,761.45,763.80,6329,26.8079455
2020-02-07,754.90,769.65,751.80,763.80,753.15,23192,118.3266528
2020-02-06,753.90,756.50,746.55,753.15,750.45,12797,61.6047170
2020-02-05,740.00,762.00,731.05,750.45,735.85,31912,143.0493376
2020-02-04,750.00,752.10,729.00,735.85,741.55,24400,51.5441736
2020-02-03,740.70,753.00,719.40,741.55,740.70,39977,137.5313410
2020-02-01,750.50,757.85,735.00,740.70,751.20,9526,30.9831531
2020-01-31,761.00,762.30,748.00,751.20,757.90,12799,39.0011703
2020-01-30,760.65,763.70,754.00,757.90,757.55,9821,39.8275038
2020-01-29,751.00,771.15,751.00,757.55,748.95,16451,67.5341997
2020-01-28,748.00,757.40,746.95,748.95,749.65,11499,30.7212518
2020-01-27,754.00,759.00,746.00,749.65,755.40,6742,38.2040095
2020-01-24,759.75,762.00,753.55,755.40,758.45,10467,29.0666118
2020-01-23,748.35,760.95,748.00,758.45,748.35,21578,43.2678932
2020-01-22,750.25,759.50,746.10,748.35,749.45,20127,57.4165142
2020-01-21,741.00,755.70,741.00,749.45,746.30,14675,59.7309529
2020-01-20,746.80,751.70,737.35,746.30,747.35,16430,65.6043425
2020-01-17,737.90,750.30,734.10,747.35,737.90,25390,93.2504721
2020-01-16,732.00,740.50,723.95,737.90,730.00,9444,77.7220651
2020-01-15,727.10,737.45,720.35,730.00,726.60,16419,80.0074760
2020-01-14,708.00,733.95,707.00,726.60,704.65,47619,217.7212076
2020-01-13,695.00,705.70,692.05,704.65,689.70,18712,78.6223008
2020-01-10,675.10,694.00,675.10,689.70,675.65,21127,107.2696722
2020-01-09,667.90,679.10,667.15,675.65,665.05,18331,48.4787315
2020-01-08,660.10,669.80,658.25,665.05,666.30,11294,26.1957261
2020-01-07,661.00,673.00,661.00,666.30,659.75,13075,40.7323555
2020-01-06,666.00,666.00,656.05,659.75,670.05,5150,27.0855789
2020-01-03,672.80,676.70,666.05,670.05,672.80,7261,27.9200903
2020-01-02,672.20,675.20,667.55,672.80,671.35,7853,38.8588815
2020-01-01,668.55,673.40,663.25,671.35,667.10,8209,34.7904994
